asap0_id,asap0_name,hs_code,hs_name,comment,g1_w_crop,g1_w_range,g1_w_any,ISO3
157,D.R. Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,0,3,
160,Liberia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,LBR
161,North Korea,0,No hotspot,"In North Korea, winter wheat and barley have been sown in October November under close to average conditions.",0,0,0,PRK
163,Kenya,2,Major hotspot,"At the harvest time for unimodal areas crop production expectations in the Western and Rift Valley areas are generally good due to overall favourable agro-climatic conditions during the season. In the bimodal areas on the contrary, the second season crop planted in October are suffering the impact of drought. For parts of North Eastern, Coastal and South Eastern Kenya this is the fifth consecutive crop season affected by drought. Pasture conditions in the ASAL counties continue to deteriorate. In particular, significant range areas in Marsabit, Wajir, Garissa, Isiolo, Samburu, Laikipia, Meru, and most coastal counties are experiencing poor vegetation and severe water deficits mainly due to highly depressed October and November rains and to the effects of protracted drought. According to NDMA data, current livestock body conditions in most of these areas are very poor with some reported mortalities and with the situation projected to worsen if conditions do not improve. In most of these pastoral areas, livestock is a main source of livelihood and loss of their stocks are already negatively impacting them and have resorted to negative coping strategies as shown by increasing IPC caseloads. Latest IPC estimates show that the population in urgent need of humanitarian assistance in the period October-December stands at 4.4 million comprising 3.1 million in crisis (IPC Phase 3) and a record 1.2 million in emergency (IPC Phase 4). A further 5.1 million people are stressed (IPC Phase 2).
 .",19,27,33,KEN
164,Yemen,1,Hotspot,"In Yemen, harvest of sorghum and wheat finalized in all regions and prospects are favourable thanks to above average biomass resulting from abundant rainfall in July-August. However, despite these favourable weather conditions, 17 million people (out of 30 million people), are likely to experience acute food insecurity (IPC Phase 3 or above) as a result of the conflict and the resulting socio economic conditions. This represents an improvement for 2 million people with respect to previous estimations, but the country remains one of the most food insecure countries in the world (see the last IPC analysis of 16 November: https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156028/).",1,0,1,YEM
165,Timor-Leste,0,No hotspot,Harvest of off season maize and rice is nearing completion with good prospects thanks to above average biomass while flooding of fields for planting of main season rice has started under favourable moisture conditions (three times the average rainfall for the last month).,0,0,0,TLS
168,Sierra Leone,0,No hotspot,"According to [https://www.fao.org/giews/countrybrief/country.jsp?code=SLE] FAO, «aggregate cereal production in 2022 is preliminarily forecast at 1.4 million tonnes, about 6% above the previous year’s average level, owing to favourable weather conditions and expansion of the planted area».",0,0,0,SLE
176,Libya,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,11,0,11,LBY
179,Rwanda,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,2,6,RWA
180,Guinea-Bissau,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GNB
183,Indonesia,0,No hotspot,Harvest of dry season rice finalized with good prospects thanks to above average crop biomass while planting of wet season rice started in October under favorable moisture conditions.,0,0,0,IDN
185,Ethiopia,2,Major hotspot,"Harvest is ongoing in the Meher season regions of Northern and central Ethiopia and in general weather conditions have been favorable over the season in these areas and according to a recent Reliefweb report, the impact of localized rainfall deficits on the production is minor. The situation is markedly different in the Southern parts of the country affected by drought, where there is widespread crop failure in what is the fifth consecutive rainy season affected by drought. Most of the bimodal areas in southern Oromia, South West Ethiopia, SNNPR received poor Kremit rainfall in September and even worse rainfall in October (Deyr season), leading to poor harvests of cereals and legumes. The drought in southern Ethiopia is also hitting pastoralists hard, with livestock body conditions very low for all types of livestock and high losses expected in the last parts of 2022 and in early 2023 due to the poor Deyr rainfall. According to FEWSNET, although the incoming Meher season production is slightly alleviating food security conditions in parts of western and central Ethiopia, the humanitarian assistance need is expected to remain historically high in Northern, Southern and South-Eastern Ethiopia because of the combination of conflict and drought. Low household income, coupled with high food prices, continue to severely restrict financial access to food among many pastoral households in southern and southeastern Ethiopia. In the Tigray region, where the conflict started in 2020 has caused one of the worst humanitarian crises of the moment, a ceasefire signed in November has allowed humanitarian aid to [https://www.reuters.com/world/africa/ethiopias-abiy-vows-honest-implementation-tigray-truce-2022-11-15/] enter the region. However information about the population reached by this assistance is still scarce.",7,10,12,ETH
188,Kazakhstan,0,No hotspot,Sowings of winter wheat (5% of the national wheat production) finalized in November with favourable rainfall in Turkistan (Yujno) and Jambyl oblasts.,3,2,3,KAZ
189,Thailand,0,No hotspot,Harvest of main season rice is underway with close to average prospects despite above average biomass due to damage caused by floods in September October in the north east of the country (which accounts for 50% of the rice land of the country). Flooding of fields for planting of irrigated dry season rice has started in the centre-north under favourable conditions due to the ample rainfall received during the wet season (see for instance https://agricultural-production-hotspots.ec.europa.eu/s/355a65ed for Phra Nakhon and https://agricultural-production-hotspots.ec.europa.eu/s/a2e3f0ae for Nakhon Sawan).,0,0,0,THA
190,Nepal,0,No hotspot,Rice harvest is underway with favourable prospects due to above average crop biomass and despite high fertilizer prices while winter wheat sowing have started under close to average conditions.,0,0,0,NPL
192,Colombia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,COL
193,Guinea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GIN
195,Benin,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BEN
196,Equat.Guinea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,
199,Pakistan,0,No hotspot,"In Pakistan, harvest of Kharif crops (mainly rice and maize) is nearing completion with favourable prospects in the north of the country (Punjab, N.W. Frontier and FA Tribal Areas) thanks to ample monsoon rainfall. In contrast, production is expected to drop in the south (Sindh and Balochistan) due to the flood that affected about a third of area planted to kharif crops (rice, cotton and sugarcane) in July and August according to FAO GIEWS (https://reliefweb.int/report/pakistan/giews-country-brief-pakistan-04-october-2022). Sowings of rabi crops (winter wheat, barley and rapeseed) started in October and are expected to terminate in December, except in Sindh and Balochistan as some areas are still flooded after 3 months (see Sindh: https://agricultural-production-hotspots.ec.europa.eu/s/afec990d and Balochistan, where non flooded areas show higher biomass than in November 2021: https://agricultural-production-hotspots.ec.europa.eu/s/1122031e). Moreover the damages caused by floods on input (seeds, fertilizer), machinery and irrigation infrastructure is to be assessed.",0,1,1,PAK
206,Peru,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,8,10,11,PER
209,Uganda,1,Hotspot,"In the central parts of the country, second season crops are in the middle of the cycle and show slightly below average conditions depending on erratic rainfall in October/November. Main season harvest in the north, finalized in the previous month was also affected by irregular rainfall earlier in the season. Further, other constraints to agriculture linked to the slow economic recovery after the COVID19 pandemic and high input prices will contribute to the deteriorating conditions. High level of acute food insecurity remains in Karamoja sub region due to conflict and insecurity in the region and neighboring countries, poor performance of the 2021 rains, a dry spell in December 2021- March 2022, as well as the long-running socioeconomic effects of the COVID-19 pandemic (IGAD, July 2022). IPC caseload in the country stands at 1.1 million out of which 1 million are in crisis (IPC Phase 3) and 50,925 people in emergency (IPC Phase 4) and a further 2.6 million people are stressed.",1,2,3,UGA
210,Eswatini,0,No hotspot,Crop and rangeland biomass conditions at mid-November are well above-average. The [https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php] Copernicus C3S Multimodel seasonal rainfall forecast for the December 2022-March 2023 period indicates above-average rainfall across the country.,0,0,0,SWZ
212,Chad,1,Hotspot,"Harvesting of the 2022 maize and millet crops was completed in October, whereas those of sorghum and rice will be completed by the end of November and December, respectively. According to [https://www.fao.org/giews/countrybrief/country.jsp?code=TCD] FAO, «preliminary forecasts place the 2022 cereal production, mostly sorghum and millet, at a slightly below average level of 2.7 million tons, mainly due to the adverse impact on yields of floods and the low application of fertilizers as well as the reduction of the planted area instigated by poor security conditions». According to [https://reliefweb.int/report/chad/wfp-chad-external-situation-report-2-flood-response] WFP (External Situation Report,No2), the country has experienced unprecedented flooding - the worst in 3 decades - which has sparked an environmental and humanitarian crisis that led the Chadian government to declare a state of emergency on 19 October. Moreover, the floods have destroyed more than 465,000 hectares of cropland, washed away more than 19,000 heads of cattle, and caused extensive damage to homes, educational and health facilities, bridges, and roads.",1,0,1,TCD
218,Zimbabwe,0,No hotspot,"Planting of the summer cereal crops started in November and above-average cumulative rainfall for the last month across the country support crop and rangeland development. However, according to a recent report from FAO, IOM and WFP ([https://reliefweb.int/report/zimbabwe/impact-ukraine-crisis-zimbabwe] Impact of the Ukraine Crisis in Zimbabwe), «the high prices of fertilizers are making them unaffordable and out of reach to communal farmers and will have a negative effect on productivity of maize, soyabeans and other crops in the main 2022/23 cropping season».",0,0,0,ZWE
219,Burkina Faso,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BFA
221,Syrian A.R.,1,Hotspot,"In Syria, sowings of winter wheat and barley are underway under close to average conditions (with a slight rainfall deficit in the north in the last month). According to WMO multi model ensemble forecast, rainfall is forecast to be close to average for December-February in the north-east of Syria (Hassakeh, the main producing governorate) and below average in the north-west (Aleppo). According to WFP, after nearly 12 years of conflict, the levels of poverty and food inflation are very high, and as a result, 12 million people (out of an 18 million population) are estimated to be food insecure.",9,0,9,
13,Kyrgyzstan,0,No hotspot,"In Kyrgyzstan, winter wheat sowings finalized in mid-October under drier than average conditions in the north (mainly Chuy).",0,0,0,KGZ
20,Bangladesh,0,No hotspot,"Rainfed Aman rice (35% to 40% of the total rice production), to be harvested as from November, is in good condition (with above average biomass) in all divisions, except in the western part of Sylhet and north eastern part of Dhaka which have been flooded since end May till now (see for Sylhet S2 data from October (area flooded) and April to mid-May (area not flooded) https://agricultural-production-hotspots.ec.europa.eu/s/0282814b and from September and mid-May-mid June (area flooded at both times) https://agricultural-production-hotspots.ec.europa.eu/s/7d31ce65).",0,0,0,BGD
27,Tajikistan,0,No hotspot,Sowings of winter wheat are underway till mid-November under 1-3C warmer than average conditions.,0,0,0,TJK
29,Sudan,1,Hotspot,"Above average rainfall in August caused flooding in several states including West and South Darfur, Gedaref and Sennar. Close to the end of agricultural vegetation growth, crop conditions appear close to average in the main planting areas and the continuation of rains in September and October benefitted rainfed and irrigated areas which have not experienced severe flooding. Earlier in the season, crop conditions had been below average, mainly due the extremely high temperatures of the dry season which has probably reduced planted area. The country is facing a deepening hunger crisis as climate shocks, protracted conflict and skyrocketing food prices leave families struggling to afford basic food commodities. According to FEWSNET (July 2022) staple food prices remain four to five times above the five-year average, driven by reduced market supplies, shortages and high prices of imported wheat, high inflation, and continued local currency devaluation. IPC recent acute food insecurity updates in October 2022 estimated 7.7 million people highly food insecure (Phase 3 or higher) as a result of a combination of factors including economic, conflict and climatic drivers.",1,0,1,SDN
33,Mozambique,0,No hotspot,"Land preparation and plant activities for the main cereal season are starting in the country. The [https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php] Copernicus C3S Multimodel seasonal rainfall forecast for the November 2022-January 2023 period indicates a slight tilt in the odds to favor above-average rainfall over central and southern parts of the country, whereas there is a slight tilt in the odds to favor below-average rainfall over northern Mozambique. According to [https://fews.net/southern-africa/mozambique/key-message-update/september-2022] FEWSNET, «in September, insurgents carried out several attacks in Cabo Delgado and Nampula that destroyed infrastructure, houses, and resulted in fatalities». As reported by [https://reliefweb.int/report/mozambique/mozambique-cabo-delgado-nampula-niassa-humanitarian-snapshot-september-2022-enpt] OCHA, «high levels of food insecurity (IPC 3), will persist through January 2023 in the conflict-affected areas of Cabo Delgado and in flood and tropical storm-impacted areas of Nampula».",1,1,1,MOZ
35,Cuba,1,Hotspot,"During October, harvest of maize (main) and sweet potato initiated and rice main continued for the third month. Land preparation was ongoing to initiate planting of following cycle of maize, rice and potatoes in early November. RAINFALL per-dekad accumulation was below normal in most of the country in the 1st and 3rd dekad, particularly towards the western and center provinces. Thus the 30-day accumulation show below normal rainfall in most of the country, particularly in western and central Cuba, but some province still shows water deficit (ASAP warning level 1) in Camaguey, Ciego de Avila, Las Tunas, La Habana, Pinar del Rio, Sancti Spiritus, and Villa Clara. SPI1 shows normal monthly rainfall accumulation for most of the total cropland (54%), and below normal in 46% of cropland at national level. SPI3 indicates that from August to October rainfall accumulation was normal in 59% croplands, below average in 41%. WSI indicates that in the last dekad there was above normal water for crops in 15% of the croplands, normal for 64% and insufficient in 22% of croplands. VEGETATION STATUS for the last dekad (zNDVI) show above normal conditions in most (33%) of the cropland and normal vegetation in 59% and below normal in 9%. CONDITIONS were conducive of the harvest of crops, however prior conditions and natural disaster are likely to have negative effect of production also hinder by ongoing economic constraints. RAINFALL FORECAST from [https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&amp;time=2022090100,720,2022100100&amp;type=ensm&amp;area=area13] Copernicus C3S multi-system for the ensemble mean anomaly in the upcoming period NDJ shows normal rainfall conditions in eastern and below average for western and central in the upcoming months. No NATURAL DISASTER reported in October, however many recovery plans are underway given the devastating impact of hurricane Ian in September, efforts from WFP, IFRC, OCHA, UNCT-Cuba and US are underway for humanitarian aid in all sectors ([https://reliefweb.int/disaster/tc-2022-000320-cub] Reliefweb, October 2022). OTHER SHOCKS continue to be the economic challenges faced by Cuba as international food and fuel prices in addition to trade limitations of the embargo makes trade difficult and costly. Thus, in the recent UN meeting. FOOD SECURITY figures are not available but several factors are aggravating the already fragile situation, given high food prices and impacts of recent hurricane an appeal to stop the embargo was voted ([https://reliefweb.int/report/cuba/adopting-annual-resolution-delegates-general-assembly-urge-immediate-repeal-embargo-cuba-especially-amid-mounting-global-food-fuel-crises] UN-GA, November 2022). The impact of hurricane Ian has left large part of the population in need of food assistance and other humanitarian aid. The recent food aid distribution reached half million people in need with oil and rice ([https://reliefweb.int/report/cuba/response-un-system-cuba-hurricane-ian-month-after] UNCT-Cuba and OCHA, November 2022).",5,6,6,CUB
41,Laos,0,No hotspot,Harvest of wet season rice has started in October with favourable prospects thanks to above average crop biomass across the country.,0,0,0,LAO
43,Djibouti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,DJI
50,Uzbekistan,0,No hotspot,Sowings of winter cereals are underway till mid-November under favourable conditions (normal rainfall and 1-3C above average temperatures).,0,0,0,UZB
51,Madagascar,1,Hotspot,"In Madagascar planting of rice and maize should start in November in the centre north with the arrival of the rain season. As regards the food security situation in the Grand South, in particular Androy and the southern part of Atsimo Adrefana, households continue facing difficulties due to rising food prices, low cassava and sweet potato harvest and low income opportunities. Moreover, as a result of the low harvests of the last three seasons (2019/2020 to 2021/2022), poor farmers are likely to lack seeds for the next season (see https://fews.net/southern-africa/madagascar).",2,0,2,MDG
52,El Salvador,1,Hotspot,"In October, maize (main) harvest was ongoing and is being finalized in November, while maize of second (Postrera) planting is finalized; the main season rice, beans and sorghum are in advanced growth. RAINFALL accumulation was below normal during the 1st and 3rd dekads in most of the country, while excess rainfall accumulated in the second. The 30-day rainfall accumulation shows below average accumulation in south-western and central areas. SPI1 shows normal monthly rainfall accumulation all of the country's croplands. SPI3 shows that between August and October normal rainfall accumulation was received in most of the country croplands (88%) and above normal in 11%. WSI indicates that water for crop requirements was above average in most of the country's croplands (69%) and normal in 30%. VEGETATION shows cumulative vegetation (zNDVIc) conditions are mostly normal in most cropland (51%) and above normal in the rest (45%) and below average in 4% of cropland. TEMPERATURE was around normal in all areas of the country. CONDITIONS for agriculture activities of the period were favorable allowing harvest activities, but might have slowed growth of the rest of the crops. Recent production forecast expects slightly lower than average production this is mainly due to the economic constrains and high process of inputs and reduction in area planted ([https://www.fao.org/giews/countrybrief/country.jsp?lang=en&amp;code=SLV] FAO-GIEWS, August 2022). RAINFALL FORECAST from [https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&amp;time=2022080100,744,2022090100&amp;type=ensm&amp;area=area13] Copernicus C3S multi-system for the ensemble mean anomaly for the period NDJ shows above normal rainfall conditions. NATURAL DISASTER reported are two hurricanes that brought excessive rainfall, by 10th October hurricane Julia caused flashfloods and landslides ([https://floodlist.com/america/central-america-hurricane-julia-october-2022] Floodlist, October 2022). By 2nd November category one hurricane Lisa made landfall in Belize bringing some rainfall in north-western Honduras ([https://reliefweb.int/disaster/tc-2022-000357-blz] Reliefweb, November 2022). In addition to these, hurricane Fiona in September ([https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022] Floodlist, September 2022) also affected the country. All of which left infrastructure and housing damages. The effects of the hurricane Julia are extreme floods due to river overflows and landslides have hit vulnerable areas in El Salvador. [https://www.proteccioncivil.gob.sv/2022/10/09/comunicado-en-el-marco-del-estado-de-emergencia-nacional-por-el-huracan-julia-09-octubre-2022/] El Salvador’s Civil Protection department released a statement on October 9 made a mandatory evacuation of directly affected areas and vulnerable zones near Rio Grande de San Miguel were evacuated from the area due to its overflow. The heavy storm also destroyed three major bridges in the country, including one that connects a city of almost [https://diarioelsalvador.com/autoridades-han-atendido-mas-de-3200-emergencias-por-la-tormenta-julia/283393/] 15,000 residents in the city of Dolores in the Cabañas district. The overflowing and rains affected bean harvest as 75% of El Salvador’s bean harvest has been in peak growth, resulting in the loss of [https://www.laprensagrafica.com/economia/Lluvias-danaron-un-18--del-frijol-segun-CAMPO-20221012-0015.html] 18% of its harvest. ([https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/] Media, October 2022). OTHER SHOCKS reported during this month are mainly economic as up to September food prices remains well above last year and 5-year average for maize and beans, and only rice price has not increased ([https://reliefweb.int/report/el-salvador/el-salvador-boletin-de-precios-octubre-2022] FEWS NET, August 2022). FOOD SECURITY could be alleviated due to start of harvest, but high food prices remain a problem and market dependence is high while households purchasing power diminishes as inflation continues to affected the country.",0,0,0,SLV
59,Mali,0,No hotspot,"Harvesting of the 2022 coarse grains (maize, millet, sorghum) and paddy crops is ongoing and according to according to [https://www.fao.org/giews/countrybrief/country.jsp?code=MLI] FAO, «production is expected at average to below average levels in 2022, reflecting the adverse impact on yields of the low application of fertilizers and floods as well as a reduction of the planted area caused by poor security conditions».",0,0,0,MLI
61,C. African Rep.,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,
66,Ghana,0,No hotspot,"In the southern bi-modal areas of the country, the second season maize crop is developing under generally favourable weather conditions and crop biomass levels are satisfactory. In the north, that has one rainy season, harvest of cereals is ongoing. According to [https://www.fao.org/giews/countrybrief/country.jsp?code=GHA] FAO, «the national cereal production in 2022 is officially forecast at a bumper level of 5.6 million tonnes, 10% above the previous year’s level and over 35% above the 5 year average, reflecting high levels of plantings and overall conducive weather conditions».",0,0,0,GHA
67,Afghanistan,1,Hotspot,"In Afghanistan, harvest of irrigated rice is nearing completion with favourable prospects in the east (Kunar, Nangarhar, Laghman) and north (Kunduz, Baghlan, Takhar) while sowings of winter cereals are ongoing till end November under close to average conditions. As regards food insecurity, with raising food prices, lack of income and economic restrictions, 9 in 10 households continue to face insufficient food consumption and half of the population is estimated to be in high acute food insecurity according to WFP.",3,3,5,AFG
68,Haiti,1,Hotspot,"In October the harvest of second season crops (maize and rice) initiated in some areas and land preparation for thirds season sowing is underway in early November; by now sorghum reached advanced growth in some areas. RAINFALL accumulation was below normal in most of the country during the 1st and 3rd dekad, and during the 2nd dekad in the South. The 30-day rainfall accumulation in entire country was below normal except in Nord Ouest and northern Artibonite, affecting more in the Southern areas. ASAP level 1 warning for water deficit is raised for Nord-Est, Nord Ouest, Nord and Sud Est, Ouest and Centre. SPI1 shows monthly rainfall in 8% of the country’s cropland was below normal and normal in 92%. SPI3 shows that from August to October rainfall accumulation has been normal in 78% of croplands and below normal in 22%. WSI indicates at national level most croplands (48-63%) had sufficient or normal water for crop requirements, however 33-48% received above normal water and 2-4% received insufficient water for crops. TEMPERATURE was around normal and continuing its seasonal increasing trend in most of the country. CONDITIONS for crops in this period were unfavorable across the country affect planted crops like sorghum that were still on growth, but harvest activities of second season crops had good conditions for it. RAINFALL FORECAST from [https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&amp;time=2022100100,744,2022110100&amp;type=ensm&amp;area=area13] Copernicus C3S multi-system for the ensemble mean anomaly in the upcoming period NDJ shows around normal rainfall conditions in the upcoming months. No NATURAL DISASTER reported. OTHER SHOCKS were increased gang violence, civil unrest, shortage of essential goods ([https://reliefweb.int/report/haiti/acaps-briefing-note-haiti-deterioration-humanitarian-crises-port-au-prince-1-november-2022] ACAPS, November 2022) and a cholera outbreak affecting more people ([https://reliefweb.int/report/haiti/actualizacion-epidemiologica-colera-1-de-noviembre-de-2022] PAHO, November 2022) deepening the population displacement and their humanitarian needs ([https://reliefweb.int/report/haiti/systeme-dalerte-precoce-pour-les-deplacements-zone-metropolitaine-de-port-au-prince-22-28-octobre-2022] IOM, November 2022). FOOD SECURITY the latest IPC analysis released in October indicated that during the current period from September 2022 to February 2023 a significant increase in the severity of Haiti's food crisis, with 4.7 million people, nearly half of the population, experiencing high levels of acute food insecurity, including 19,000 classified in Catastrophe (IPC Phase 5). About 18 percent of the analysed population (about 1.8 million people) is classified as IPC Phase 4 (Emergency) and 29% (about 2.9 million people) as IPC Phase 3 (Crisis). Of the 32 areas analysed, 15 are in Phase 4 (Emergency). These are mainly the areas of the Grand Sud affected by the earthquake of August 2021, the High Plateau and its extensions in the North, North-East and Artibonite, the North-West, Gonâve, as well as three communes in the metropolitan area most affected by the activities of armed gangs ([https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155963/?iso3=HTI] IPC Haiti TWG, October 2022).",4,3,4,HTI
74,Tanzania,0,No hotspot,"The Vuli rainy season has started in some parts of the bimodal areas in the north. Vegetation conditions are still below average in the North East due to drought in the first part of the year. Crops in most of the unimodal central and southern areas in Tanzania are expected to have reached close to average production in the season that ended in June/July, despite an initial delay in the onset of the season.",3,5,5,TZA
77,Botswana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BWA
78,Iraq,1,Hotspot,"In Iraq, harvest of irrigated summer crops finalized with below average prospects from Diyala to the south, in particular in Qadissiya and Najaf where the rice planted area has strongly decreased as a result of water shortage. Sowing of winter barley has recently started under warmer than average conditions in the north while land is being prepared for winter wheat to be sown in November December. According to WFP, 2.4 million people are still facing acute food insecurity due to poor socio economic conditions (https://www.wfp.org/countries/iraq).",8,2,10,IRQ
79,Egypt,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,5,0,5,EGY
80,Niger,0,No hotspot,"Harvest of the 2022 main season crops (millet, sorghum, maize, rice) is almost finished and the national cereal production is forecast at 4.7 million tons, above the reduced output harvested in 2021, but ca. 10% below the 5-year average ([https://www.fao.org/giews/countrybrief/country.jsp?code=NER] FAO). Although abundant rains and the distribution by the government of fertilizers and pesticides boosted production compared to last year, however there are localized production shortfalls caused by floods, pest infestations and conflict ([https://www.fao.org/giews/countrybrief/country.jsp?code=NER] FAO).",0,0,0,NER
81,Myanmar,0,No hotspot,"Harvest of main season rice, which just started, should last until January and production prospects are good thanks to above average crop biomass across the country.",0,0,0,MMR
82,Senegal,0,No hotspot,"The 2022 coarse grains (maize, millet and sorghum) harvest is underway, while harvesting of rice is expected to begin in November. Favourable moisture conditions have benefitted both crop and pasture production. According to [https://ipad.fas.usda.gov/countrysummary/default.aspx?id=SG] USDA, millet and rice are expected to be slightly above the 5-year average (ca. 5% and 11%), whereas maize output is forecast at ca.15% below the 5-year average.",1,0,1,SEN
83,Ecuador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,ECU
88,South Sudan,2,Major hotspot,"Main season crop harvesting is expected soon in the country. However, despite biophysical factors have been largely favorable except for some flood events and localized dry spells during the main season, conflict, insecurity, continued currency depreciation, and price inflation of staple food and other essential commodities are some of the major factors that are exacerbating food insecurity in the country according to recent IPC assessments. Satellite imagery shows some persistent drier than normal vegetation conditions in several areas in the northern parts of the country and in the Sudd. IPC estimates that 87,000 people are likely to be in Catastrophe (IPC Phase 5) between July-to-September. Around 2.9 million people were projected to face emergency (IPC Phase 4) during this period, as compared to 2.4 million during the same period in 2021, and 4.9 million in crisis (phase 3). Overall, a total of 7.7 million people are projected to be in IPC phase 3+ with a further 2.9 classified as stressed. Other factors contributing to dire situation in the country include prolonged impact of consecutive poor harvests, diseases and pests, the effects of COVID-19, limited access to basic services, and the cumulative effects of prolonged years of asset depletion, that continue to erode households’ coping capacities ([https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155527/?iso3=SSD] IPC South Sudan TWG, April 2022).",0,2,2,SSD
90,Mauritania,0,No hotspot,"Harvesting of the 2022 main season cereal crops has started in parts of the country and a good output is expected owing to favourable climatic conditions in the main cereal growing regions. According to [https://www.fao.org/giews/countrybrief/country.jsp?code=MRT] FAO, the aggregate cereal production is expected at 398,000 tons, slightly above the 5-year average. Good weather conditions have also boosted pasture biomass conditions, benefiting livestock production.",0,0,0,MRT
92,Angola,0,No hotspot,"Land preparation and planting of cereal crops, mainly maize has started in parts of the country. A rainfall deficit and above-average temperatures in the first two dekads of October resulted in a small delay in the start of the season in parts of central Angola. The [https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php] Copernicus C3S Multimodel seasonal rainfall forecast for the November 2022-January 2023 period indicates a slight tilt in the odds to favor below-average rainfall over southwestern and northern parts of Angola, whereas there is a slight tilt in the odds to favor above-average rainfall over southeastern Angola. Fertilizer prices increased in 2022, and in August, prices were well above-average as supplies remained limited due to the Russia-Ukraine war ([https://fews.net/southern-africa/angola] FEWSNET, September 2022). Monitoring of the situation in the next months is crucial.",4,4,5,AGO
